transaction_date,name,type,notional,trade_price
2021-09-09,Asset459,SELL,1000000.0,98.36
2021-09-09,Asset287,SELL,3000000.0,98.36
2021-09-09,Asset264,SELL,3500000.0,98.35
2021-09-09,Asset368,BUY,3500000.0,98.36
2021-09-09,Asset225,SELL,250000.0,98.37
2021-09-09,Asset127,SELL,3500000.0,98.34
2021-09-09,Asset67,BUY,1000000.0,98.37
2021-09-09,Asset69,SELL,2000000.0,98.36
2021-09-09,Asset413,BUY,2000000.0,98.38
2021-09-09,Asset247,SELL,500000.0,98.41
2021-09-09,Asset269,SELL,3000000.0,98.37
2021-09-09,Asset143,SELL,1500000.0,98.36
2021-09-09,Asset324,BUY,1000000.0,98.4
2021-09-09,Asset473,BUY,3500000.0,98.34
2021-09-09,Asset62,,1000000.0,98.4
2021-09-09,Asset223,BUY,1000000.0,98.38
2021-09-09,Asset218,SELL,1500000.0,98.37
2021-09-09,Asset296,BUY,1000000.0,98.39
2021-09-09,Asset35,SELL,2000000.0,98.38
2021-09-09,Asset387,BUY,2000000.0,98.39
2021-09-09,Asset75,SELL,3000000.0,98.38
2021-09-09,Asset124,BUY,500000.0,98.4
2021-09-09,Asset296,SELL,1000000.0,98.39
2021-09-09,Asset307,BUY,1000000.0,98.37
2021-09-09,Asset298,BUY,1000000.0,98.39
2021-09-09,Asset349,SELL,2000000.0,98.4
2021-09-09,Asset9,BUY,2000000.0,98.33
2021-09-09,Asset182,SELL,500000.0,98.39
2021-09-09,Asset264,BUY,3000000.0,98.35
2021-09-09,Asset88,BUY,3000000.0,98.4
2021-09-09,Asset9,SELL,1000000.0,98.33
2021-09-09,Asset7,SELL,1500000.0,98.34
2021-09-09,Asset356,BUY,1000000.0,98.39
,Asset4,BUY,1500000.0,98.38
2021-09-09,Asset240,SELL,3000000.0,98.35
2021-09-09,Asset332,SELL,3500000.0,98.39
2021-09-09,Asset268,SELL,3500000.0,98.37
2021-09-09,Asset68,,3000000.0,98.4
2021-09-09,Asset449,SELL,1000000.0,98.37
2021-09-09,Asset139,BUY,1500000.0,98.34
2021-09-09,Asset104,SELL,1000000.0,98.35
,Asset201,BUY,3500000.0,98.35
2021-09-09,,SELL,1000000.0,98.36
2021-09-09,Asset222,BUY,1500000.0,98.37
2021-09-09,Asset388,SELL,2000000.0,98.33
2021-09-10,Asset195,BUY,1500000.0,98.42
2021-09-10,Asset147,SELL,500000.0,98.42
2021-09-10,Asset236,SELL,2000000.0,98.42
2021-09-10,Asset396,SELL,3000000.0,98.38
2021-09-10,Asset180,BUY,3000000.0,98.43
2021-09-10,Asset217,BUY,3500000.0,98.44
2021-09-10,Asset131,BUY,2000000.0,98.44
,Asset121,,3500000.0,98.41
2021-09-10,Asset427,SELL,1500000.0,98.39
2021-09-10,Asset346,,1500000.0,98.45
2021-09-10,Asset368,SELL,2000000.0,98.41
2021-09-10,Asset53,SELL,1500000.0,98.41
2021-09-10,Asset449,SELL,2000000.0,98.42
2021-09-10,Asset370,BUY,1500000.0,98.42
2021-09-10,Asset475,BUY,1000000.0,98.43
2021-09-10,Asset146,SELL,1000000.0,98.43
2021-09-10,Asset7,BUY,2000000.0,98.39
2021-09-10,Asset111,BUY,2000000.0,98.42
2021-09-10,Asset179,BUY,2000000.0,98.41
2021-09-10,,BUY,1500000.0,98.44
2021-09-10,Asset340,SELL,1000000.0,98.39
2021-09-10,Asset10,SELL,1500000.0,98.43
2021-09-10,Asset399,SELL,1000000.0,98.39
2021-09-10,Asset84,BUY,1000000.0,98.42
2021-09-10,Asset83,SELL,1000000.0,98.41
2021-09-10,Asset38,BUY,1000000.0,98.41
2021-09-10,Asset408,SELL,3500000.0,98.4
2021-09-10,Asset98,BUY,3000000.0,98.43
2021-09-10,Asset225,SELL,1000000.0,98.4
2021-09-10,Asset65,BUY,1500000.0,98.43
2021-09-10,Asset295,,1500000.0,98.41
2021-09-10,Asset428,SELL,500000.0,98.43
2021-09-10,Asset433,BUY,2000000.0,98.43
2021-09-10,Asset144,SELL,2000000.0,98.39
2021-09-10,Asset258,BUY,3000000.0,98.41
2021-09-10,Asset339,BUY,3000000.0,98.42
2021-09-10,,BUY,2000000.0,98.42
,Asset4,BUY,1000000.0,98.42
2021-09-10,Asset47,BUY,2000000.0,98.4
2021-09-10,Asset30,SELL,3000000.0,98.43
2021-09-10,Asset387,BUY,2000000.0,98.42
2021-09-10,Asset200,BUY,2000000.0,98.43
2021-09-10,Asset239,SELL,2000000.0,98.38
2021-09-10,Asset273,BUY,3000000.0,98.37
2021-09-10,Asset271,BUY,1500000.0,98.41
2021-09-10,Asset170,SELL,1000000.0,98.39
2021-09-10,Asset334,SELL,1500000.0,98.44
2021-09-10,Asset392,SELL,1500000.0,98.42
2021-09-10,Asset230,BUY,2000000.0,98.42
2021-09-10,Asset432,SELL,2000000.0,98.37
2021-09-10,Asset484,SELL,1000000.0,98.42
2021-09-10,Asset283,BUY,1500000.0,98.42
2021-09-10,Asset384,SELL,1000000.0,98.4
2021-09-10,Asset405,SELL,3500000.0,98.42
2021-09-10,Asset75,BUY,1500000.0,98.43
2021-09-10,Asset264,BUY,1500000.0,98.4
2021-09-10,Asset394,BUY,3000000.0,98.42
2021-09-10,Asset251,BUY,1500000.0,98.42
2021-09-10,Asset402,SELL,1500000.0,98.43
2021-09-10,Asset207,BUY,250000.0,98.46
2021-09-10,Asset490,SELL,3000000.0,98.4
2021-09-10,Asset66,SELL,2000000.0,98.39
2021-09-10,Asset329,BUY,3000000.0,98.42
2021-09-10,Asset329,SELL,1000000.0,98.4
2021-09-10,Asset331,BUY,1000000.0,98.42
2021-09-10,Asset107,SELL,2000000.0,98.41
2021-09-10,Asset479,SELL,1000000.0,98.38
2021-09-10,Asset378,SELL,2000000.0,98.41
2021-09-10,Asset99,BUY,1500000.0,98.42
2021-09-10,Asset322,BUY,1500000.0,98.38
,,,2000000.0,98.42
2021-09-10,Asset41,SELL,250000.0,98.47
2021-09-10,Asset36,BUY,1000000.0,98.43
2021-09-10,Asset37,SELL,,98.41
2021-09-10,Asset99,SELL,1000000.0,98.42
2021-09-10,Asset74,SELL,2000000.0,98.41
2021-09-10,Asset110,BUY,1000000.0,98.39
2021-09-10,Asset376,SELL,1500000.0,98.41
2021-09-10,Asset39,BUY,2000000.0,98.43
2021-09-10,Asset116,,1500000.0,98.4
2021-09-10,Asset197,SELL,1500000.0,98.41
2021-09-10,Asset68,BUY,1000000.0,98.45
2021-09-10,Asset95,SELL,1500000.0,98.42
2021-09-10,Asset71,BUY,1500000.0,98.43
2021-09-10,Asset21,BUY,3000000.0,98.41
2021-09-10,Asset403,BUY,1500000.0,98.41
2021-09-10,Asset383,SELL,3000000.0,98.4
2021-09-10,Asset214,SELL,3000000.0,98.41
2021-09-10,Asset285,BUY,250000.0,98.4
2021-09-10,Asset315,BUY,1000000.0,98.43
2021-09-10,Asset467,SELL,3500000.0,98.43
2021-09-10,Asset55,SELL,1000000.0,98.39
2021-09-10,Asset404,BUY,3500000.0,98.4
2021-09-10,Asset393,SELL,250000.0,98.36
2021-09-10,Asset390,SELL,1000000.0,98.4
2021-09-10,Asset372,SELL,1000000.0,98.43
2021-09-10,Asset383,BUY,500000.0,98.43
2021-09-10,Asset44,BUY,1000000.0,98.44
2021-09-10,Asset21,SELL,1000000.0,98.4
2021-09-10,Asset493,,1000000.0,98.37
2021-09-10,Asset487,,3500000.0,98.44
2021-09-10,Asset375,BUY,1000000.0,98.42
2021-09-10,Asset363,BUY,3000000.0,98.41
2021-09-10,Asset369,SELL,,98.45
2021-09-10,,SELL,2000000.0,98.42
2021-09-10,Asset9,BUY,3000000.0,98.37
2021-09-10,Asset494,BUY,,98.4
2021-09-10,Asset418,SELL,1500000.0,98.41
2021-09-10,Asset395,BUY,3000000.0,98.4
2021-09-10,,SELL,2000000.0,98.4
2021-09-10,Asset236,SELL,1000000.0,98.4
2021-09-10,Asset349,SELL,1000000.0,98.44
,Asset227,SELL,2000000.0,98.41
2021-09-10,,SELL,250000.0,98.42
2021-09-10,Asset114,SELL,1000000.0,98.41
2021-09-10,Asset413,SELL,1500000.0,98.41
2021-09-10,Asset338,BUY,1500000.0,98.42
2021-09-10,Asset460,BUY,250000.0,98.43
2021-09-10,Asset275,SELL,1500000.0,98.38
2021-09-10,Asset219,BUY,1000000.0,98.43
2021-09-10,Asset134,BUY,1500000.0,98.41
2021-09-10,Asset3,BUY,1500000.0,98.4
2021-09-10,Asset340,SELL,500000.0,98.42
2021-09-10,Asset455,,1000000.0,98.37
2021-09-10,Asset285,BUY,1500000.0,98.38
2021-09-10,Asset196,BUY,1000000.0,98.43
2021-09-10,Asset133,SELL,2000000.0,98.39
2021-09-10,Asset82,BUY,2000000.0,98.42
2021-09-10,Asset254,BUY,250000.0,98.44
2021-09-10,Asset135,SELL,2000000.0,98.41
2021-09-10,,SELL,3000000.0,98.37
2021-09-10,,BUY,1500000.0,98.42
2021-09-10,Asset452,SELL,2000000.0,98.41
2021-09-10,Asset234,BUY,1000000.0,98.41
2021-09-10,Asset213,SELL,,98.42
2021-09-10,Asset8,SELL,1500000.0,98.45
2021-09-10,Asset301,SELL,2000000.0,98.38
2021-09-10,Asset253,BUY,2000000.0,98.39
2021-09-10,Asset240,BUY,1500000.0,98.41
2021-09-10,Asset52,,1000000.0,98.44
2021-09-10,Asset150,BUY,2000000.0,98.42
2021-09-10,Asset481,SELL,3500000.0,98.35
2021-09-10,Asset148,SELL,1500000.0,98.42
2021-09-10,Asset229,BUY,2000000.0,98.42
2021-09-10,Asset244,SELL,3500000.0,98.41
2021-09-10,Asset169,SELL,1500000.0,98.41
,Asset206,SELL,500000.0,98.42
2021-09-10,Asset32,BUY,500000.0,98.43
2021-09-10,Asset85,BUY,2000000.0,98.42
2021-09-10,Asset396,BUY,2000000.0,98.4
2021-09-10,,BUY,1500000.0,98.42
2021-09-10,Asset430,BUY,3000000.0,98.41
2021-09-10,Asset230,BUY,250000.0,98.47
2021-09-10,Asset442,BUY,3000000.0,98.39
2021-09-10,Asset360,SELL,2000000.0,98.4
2021-09-10,Asset403,BUY,1500000.0,98.41
2021-09-10,,SELL,1000000.0,98.39
2021-09-10,Asset383,BUY,3000000.0,98.42
2021-09-13,Asset492,BUY,1000000.0,98.5
2021-09-13,,SELL,2000000.0,98.52
2021-09-13,Asset387,SELL,1000000.0,98.53
2021-09-13,Asset24,BUY,2000000.0,98.55
2021-09-13,Asset133,SELL,,98.48
2021-09-13,Asset211,BUY,500000.0,98.54
2021-09-13,Asset234,SELL,2000000.0,98.5
2021-09-13,Asset360,BUY,1000000.0,98.5
2021-09-13,Asset204,BUY,3000000.0,98.53
2021-09-13,Asset113,BUY,500000.0,98.52
2021-09-13,Asset406,SELL,500000.0,98.52
2021-09-13,Asset78,SELL,1500000.0,98.51
,Asset384,SELL,1000000.0,98.51
2021-09-13,Asset45,SELL,500000.0,98.52
2021-09-13,Asset214,BUY,3000000.0,98.52
2021-09-13,Asset460,SELL,1500000.0,98.5
2021-09-13,Asset441,BUY,1500000.0,98.49
2021-09-13,Asset401,BUY,3000000.0,98.47
2021-09-13,Asset417,BUY,1000000.0,98.51
2021-09-13,Asset187,SELL,1000000.0,98.52
2021-09-13,Asset287,SELL,3000000.0,98.51
2021-09-13,Asset380,SELL,1000000.0,98.49
2021-09-13,Asset266,SELL,3000000.0,98.49
2021-09-13,Asset115,SELL,,98.51
2021-09-13,Asset393,SELL,1500000.0,98.48
2021-09-13,Asset123,SELL,1500000.0,98.52
2021-09-13,Asset435,BUY,3500000.0,98.46
2021-09-13,Asset416,BUY,1500000.0,98.5
2021-09-13,Asset465,BUY,500000.0,98.55
2021-09-13,Asset172,SELL,3500000.0,98.49
2021-09-13,Asset374,SELL,2000000.0,98.52
2021-09-13,Asset31,SELL,1000000.0,98.5
2021-09-13,Asset16,BUY,1000000.0,98.51
2021-09-13,Asset83,BUY,1000000.0,98.52
2021-09-13,Asset18,SELL,2000000.0,98.55
2021-09-13,Asset66,BUY,1500000.0,98.5
2021-09-13,Asset268,BUY,1500000.0,98.53
2021-09-13,Asset196,BUY,1000000.0,98.54
2021-09-13,Asset89,BUY,2000000.0,98.5
2021-09-13,Asset227,BUY,3500000.0,98.51
,,BUY,1500000.0,98.51
2021-09-13,Asset480,SELL,1000000.0,98.52
2021-09-13,Asset412,SELL,3500000.0,98.51
2021-09-13,Asset20,BUY,250000.0,98.54
2021-09-13,Asset210,BUY,3000000.0,98.52
2021-09-13,Asset398,SELL,500000.0,98.51
2021-09-13,Asset255,BUY,1500000.0,98.51
2021-09-13,Asset291,BUY,,98.53
2021-09-13,Asset494,BUY,1500000.0,98.53
2021-09-13,Asset104,BUY,1500000.0,98.5
2021-09-13,Asset451,BUY,1500000.0,98.54
2021-09-13,Asset77,SELL,1500000.0,98.53
2021-09-13,Asset327,SELL,,98.52
2021-09-13,Asset447,BUY,3000000.0,98.51
2021-09-13,Asset318,SELL,2000000.0,98.49
,Asset125,SELL,,98.51
2021-09-13,Asset83,BUY,2000000.0,98.51
2021-09-13,Asset187,SELL,3000000.0,98.52
2021-09-13,Asset416,BUY,3000000.0,98.5
2021-09-13,,SELL,1000000.0,98.5
,Asset373,SELL,2000000.0,98.49
2021-09-13,Asset131,BUY,1500000.0,98.51
2021-09-13,Asset77,SELL,2000000.0,98.53
2021-09-13,Asset112,SELL,2000000.0,98.47
2021-09-13,Asset215,BUY,500000.0,98.53
2021-09-13,Asset94,SELL,1500000.0,98.52
2021-09-13,Asset38,BUY,250000.0,98.54
2021-09-13,Asset392,BUY,1500000.0,98.53
2021-09-13,Asset261,BUY,3500000.0,98.51
2021-09-13,Asset483,SELL,1000000.0,98.49
2021-09-13,Asset364,SELL,3000000.0,98.51
2021-09-13,Asset9,BUY,1000000.0,98.47
2021-09-13,Asset410,SELL,1500000.0,98.5
2021-09-13,Asset171,SELL,3500000.0,98.5
2021-09-13,Asset341,BUY,1500000.0,98.5
2021-09-13,,SELL,1500000.0,98.51
2021-09-13,Asset382,SELL,3000000.0,98.53
2021-09-13,Asset478,SELL,1500000.0,98.52
2021-09-13,Asset123,BUY,3000000.0,98.54
2021-09-13,Asset375,BUY,1000000.0,98.54
2021-09-13,Asset87,BUY,1000000.0,98.52
2021-09-13,Asset243,BUY,,98.5
2021-09-13,Asset53,BUY,1000000.0,98.53
2021-09-13,Asset15,BUY,2000000.0,98.53
2021-09-13,Asset22,BUY,1500000.0,98.54
,Asset402,,1500000.0,98.53
2021-09-13,Asset225,BUY,1500000.0,98.51
2021-09-13,Asset323,BUY,1000000.0,98.53
2021-09-13,Asset233,SELL,1000000.0,98.53
2021-09-13,Asset458,BUY,500000.0,98.54
2021-09-13,Asset64,BUY,3500000.0,98.51
2021-09-13,Asset432,SELL,1500000.0,98.44
2021-09-13,Asset64,BUY,1500000.0,98.54
2021-09-13,Asset298,SELL,1000000.0,98.51
2021-09-13,Asset348,BUY,1500000.0,98.49
2021-09-13,Asset199,BUY,3000000.0,98.52
2021-09-13,Asset312,,1500000.0,98.48
2021-09-13,Asset264,SELL,1000000.0,98.5
2021-09-13,Asset208,SELL,1000000.0,98.47
2021-09-13,Asset18,SELL,1500000.0,98.55
2021-09-13,Asset29,SELL,500000.0,98.48
2021-09-13,Asset484,BUY,3000000.0,98.52
2021-09-13,Asset391,SELL,1500000.0,98.5
2021-09-13,Asset34,SELL,1000000.0,98.54
2021-09-13,Asset450,SELL,3500000.0,98.52
2021-09-13,Asset51,SELL,2000000.0,98.48
2021-09-13,Asset15,,2000000.0,98.52
2021-09-13,Asset18,SELL,1500000.0,98.54
2021-09-13,Asset124,BUY,1000000.0,98.54
2021-09-13,,SELL,3000000.0,98.53
2021-09-13,Asset29,BUY,1500000.0,98.5
2021-09-13,Asset308,BUY,3000000.0,98.5
2021-09-13,Asset129,BUY,1500000.0,98.47
2021-09-13,Asset308,SELL,2000000.0,98.5
2021-09-13,,BUY,1000000.0,98.52
2021-09-13,Asset220,BUY,1500000.0,98.53
2021-09-13,Asset123,BUY,1000000.0,98.54
2021-09-13,Asset17,SELL,1000000.0,98.52
2021-09-13,Asset395,SELL,2000000.0,98.5
2021-09-13,Asset425,SELL,1500000.0,98.46
2021-09-13,,BUY,3500000.0,98.51
2021-09-13,Asset394,SELL,3500000.0,98.5
2021-09-13,Asset359,BUY,3500000.0,98.51
2021-09-13,Asset97,BUY,1500000.0,98.52
2021-09-14,Asset205,BUY,1000000.0,98.56
2021-09-14,Asset351,SELL,3000000.0,98.49
2021-09-14,Asset84,,,98.53
2021-09-14,,BUY,2000000.0,98.55
2021-09-14,Asset249,SELL,1500000.0,98.53
2021-09-14,Asset317,,3500000.0,98.53
2021-09-14,Asset245,SELL,2000000.0,98.54
2021-09-14,Asset61,SELL,3000000.0,98.54
2021-09-14,Asset18,,3500000.0,98.57
2021-09-14,Asset280,BUY,3500000.0,98.54
2021-09-14,Asset297,BUY,1000000.0,98.55
2021-09-14,Asset474,SELL,1500000.0,98.51
2021-09-14,Asset494,SELL,3000000.0,98.51
2021-09-14,Asset393,SELL,1000000.0,98.49
2021-09-14,Asset57,BUY,,98.5
2021-09-14,Asset306,BUY,1500000.0,98.54
2021-09-14,Asset454,SELL,1500000.0,98.53
2021-09-14,Asset483,BUY,3000000.0,98.51
2021-09-14,Asset292,SELL,250000.0,98.55
2021-09-14,Asset476,BUY,2000000.0,98.53
2021-09-14,Asset32,BUY,1500000.0,98.52
2021-09-14,Asset224,BUY,3500000.0,98.5
2021-09-14,Asset359,SELL,2000000.0,98.51
2021-09-14,Asset220,SELL,1000000.0,98.55
2021-09-14,Asset83,BUY,1500000.0,98.54
2021-09-14,Asset110,BUY,1500000.0,98.51
2021-09-14,Asset218,BUY,1500000.0,98.54
,Asset292,BUY,2000000.0,98.54
,Asset118,SELL,2000000.0,98.49
2021-09-14,Asset237,BUY,1500000.0,98.54
2021-09-14,Asset240,SELL,1000000.0,98.53
2021-09-14,Asset243,SELL,1500000.0,98.51
2021-09-14,Asset276,BUY,1500000.0,98.55
2021-09-14,Asset454,SELL,1000000.0,98.53
2021-09-14,Asset496,SELL,2000000.0,98.51
2021-09-14,Asset67,SELL,3000000.0,98.53
2021-09-14,Asset170,SELL,2000000.0,98.51
2021-09-14,Asset444,SELL,3000000.0,98.52
2021-09-14,Asset399,SELL,500000.0,98.54
2021-09-14,Asset206,BUY,1500000.0,98.54
2021-09-14,Asset191,BUY,3500000.0,98.56
2021-09-14,Asset47,SELL,1500000.0,98.54
2021-09-14,Asset177,BUY,250000.0,98.6
2021-09-14,Asset392,BUY,,98.57
2021-09-14,,BUY,3500000.0,98.54
2021-09-14,Asset95,BUY,1500000.0,98.55
2021-09-14,Asset331,BUY,2000000.0,98.54
2021-09-14,Asset312,SELL,1000000.0,98.51
2021-09-14,Asset392,BUY,2000000.0,98.56
,Asset9,BUY,1500000.0,98.49
2021-09-14,Asset226,BUY,2000000.0,98.54
2021-09-14,Asset149,BUY,1500000.0,98.54
2021-09-14,Asset26,SELL,1000000.0,98.5
2021-09-14,Asset243,SELL,3000000.0,98.53
2021-09-14,Asset92,SELL,1000000.0,98.54
2021-09-14,Asset357,BUY,1000000.0,98.53
2021-09-14,Asset195,,3000000.0,98.52
2021-09-14,Asset415,BUY,2000000.0,98.53
2021-09-14,Asset219,BUY,,98.54
2021-09-14,Asset187,BUY,3000000.0,98.54
2021-09-14,Asset30,BUY,1500000.0,98.55
2021-09-14,Asset470,BUY,2000000.0,98.56
2021-09-14,Asset223,SELL,1000000.0,98.54
2021-09-14,Asset331,SELL,500000.0,98.53
2021-09-14,Asset298,BUY,1000000.0,98.53
2021-09-14,Asset342,SELL,1000000.0,98.54
2021-09-14,Asset476,SELL,1500000.0,98.54
2021-09-14,Asset4,SELL,1500000.0,98.54
2021-09-14,Asset314,BUY,2000000.0,98.54
2021-09-14,Asset485,BUY,1500000.0,98.51
2021-09-14,Asset151,SELL,,98.54
2021-09-14,Asset482,SELL,3000000.0,98.52
2021-09-14,Asset105,SELL,,98.54
2021-09-14,Asset296,BUY,2000000.0,98.54
2021-09-14,Asset113,BUY,,98.54
2021-09-14,Asset75,BUY,2000000.0,98.54
2021-09-14,Asset294,SELL,2000000.0,98.51
2021-09-14,Asset12,BUY,3500000.0,98.53
2021-09-14,Asset140,BUY,1000000.0,98.54
,Asset164,SELL,1000000.0,98.54
2021-09-14,Asset81,BUY,1500000.0,98.52
,Asset413,SELL,1500000.0,98.54
2021-09-14,Asset372,SELL,3000000.0,98.56
2021-09-14,Asset178,BUY,1500000.0,98.54
2021-09-14,,BUY,500000.0,98.54
2021-09-14,Asset187,SELL,2000000.0,98.54
2021-09-14,Asset47,BUY,2000000.0,98.5
,Asset113,BUY,3000000.0,98.53
2021-09-14,Asset48,BUY,500000.0,98.55
2021-09-14,Asset418,BUY,1000000.0,98.53
2021-09-14,Asset306,BUY,1000000.0,98.54
2021-09-14,Asset363,BUY,1500000.0,98.55
2021-09-14,Asset303,BUY,3500000.0,98.51
2021-09-14,Asset224,BUY,3000000.0,98.51
2021-09-14,Asset116,SELL,2000000.0,98.54
2021-09-14,Asset325,BUY,2000000.0,98.5
2021-09-14,Asset276,,1500000.0,98.53
2021-09-14,Asset374,BUY,2000000.0,98.55
2021-09-14,Asset391,BUY,3000000.0,98.52
2021-09-14,Asset417,BUY,2000000.0,98.53
2021-09-14,Asset452,BUY,1500000.0,98.53
2021-09-14,Asset389,BUY,1000000.0,98.54
2021-09-14,Asset343,BUY,1000000.0,98.52
2021-09-14,Asset4,BUY,500000.0,98.56
2021-09-14,Asset314,SELL,2000000.0,98.54
2021-09-14,,BUY,1000000.0,98.55
2021-09-14,Asset372,SELL,3000000.0,98.54
2021-09-14,Asset315,SELL,3000000.0,98.53
2021-09-14,Asset143,BUY,1500000.0,98.54
2021-09-14,Asset200,SELL,1500000.0,98.53
2021-09-14,Asset496,BUY,2000000.0,98.51
2021-09-14,Asset364,BUY,3500000.0,98.53
2021-09-15,Asset24,BUY,3000000.0,98.56
,Asset161,SELL,1000000.0,98.56
,Asset68,BUY,1500000.0,98.6
2021-09-15,Asset421,BUY,3000000.0,98.56
2021-09-15,Asset257,SELL,1500000.0,98.54
2021-09-15,Asset301,BUY,1500000.0,98.51
2021-09-15,Asset152,BUY,2000000.0,98.54
2021-09-15,Asset394,BUY,1000000.0,98.53
2021-09-15,Asset370,BUY,3500000.0,98.55
2021-09-15,Asset130,SELL,1000000.0,98.54
2021-09-15,Asset323,,2000000.0,98.55
2021-09-15,Asset392,BUY,1000000.0,98.58
2021-09-15,Asset404,SELL,3500000.0,98.52
2021-09-15,,BUY,3000000.0,98.56
2021-09-15,Asset472,BUY,1000000.0,98.58
2021-09-15,Asset212,SELL,3000000.0,98.55
2021-09-15,Asset367,SELL,2000000.0,98.53
2021-09-15,Asset297,SELL,2000000.0,98.54
2021-09-15,Asset254,SELL,1500000.0,98.53
2021-09-15,Asset26,BUY,1500000.0,98.53
2021-09-15,Asset431,SELL,1500000.0,98.55
2021-09-15,Asset379,SELL,3000000.0,98.53
2021-09-15,Asset237,SELL,500000.0,98.55
2021-09-15,Asset298,BUY,1500000.0,98.56
2021-09-15,Asset170,BUY,2000000.0,98.53
2021-09-15,Asset162,SELL,1000000.0,98.5
,Asset11,SELL,3000000.0,98.53
2021-09-15,Asset177,SELL,500000.0,98.58
2021-09-15,Asset239,SELL,3000000.0,98.52
2021-09-15,Asset48,BUY,,98.55
2021-09-15,Asset390,SELL,1000000.0,98.53
2021-09-15,,SELL,1500000.0,98.52
2021-09-15,Asset272,SELL,2000000.0,98.57
2021-09-15,Asset159,SELL,1000000.0,98.52
2021-09-15,Asset104,BUY,2000000.0,98.53
2021-09-15,Asset279,BUY,2000000.0,98.53
2021-09-15,Asset317,,1500000.0,98.55
2021-09-15,Asset334,SELL,1000000.0,98.56
2021-09-15,Asset153,BUY,1000000.0,98.56
2021-09-15,Asset84,BUY,3500000.0,98.54
2021-09-15,Asset6,BUY,2000000.0,98.54
2021-09-15,Asset480,SELL,1500000.0,98.55
2021-09-15,Asset242,BUY,2000000.0,98.57
2021-09-15,Asset415,SELL,1000000.0,98.54
2021-09-15,Asset210,BUY,1000000.0,98.52
2021-09-15,Asset196,SELL,3000000.0,98.52
2021-09-15,Asset224,SELL,2000000.0,98.51
2021-09-15,Asset150,BUY,1000000.0,98.56
2021-09-15,Asset322,SELL,3000000.0,98.51
2021-09-15,Asset207,BUY,1500000.0,98.56
2021-09-15,Asset371,,1000000.0,98.56
2021-09-15,Asset461,BUY,,98.52
2021-09-15,Asset314,SELL,3000000.0,98.51
2021-09-15,Asset483,SELL,3500000.0,98.52
2021-09-15,Asset231,BUY,1500000.0,98.51
2021-09-15,Asset300,SELL,500000.0,98.52
2021-09-15,Asset359,BUY,2000000.0,98.53
2021-09-15,Asset447,SELL,3500000.0,98.53
2021-09-15,Asset370,BUY,3500000.0,98.55
2021-09-15,Asset293,BUY,500000.0,98.53
,Asset72,SELL,2000000.0,98.54
2021-09-15,Asset170,BUY,2000000.0,98.54
2021-09-15,Asset181,SELL,2000000.0,98.54
2021-09-15,Asset452,BUY,3000000.0,98.54
2021-09-15,Asset39,,2000000.0,98.56
2021-09-15,Asset54,BUY,1500000.0,98.5
,Asset408,SELL,500000.0,98.55
2021-09-15,Asset463,BUY,1500000.0,98.55
2021-09-15,Asset173,BUY,2000000.0,98.54
2021-09-15,Asset115,SELL,1000000.0,98.52
2021-09-15,,SELL,1500000.0,98.53
2021-09-15,Asset387,BUY,1500000.0,98.56
2021-09-15,Asset152,BUY,1500000.0,98.54
2021-09-15,Asset80,BUY,1500000.0,98.54
2021-09-15,Asset1,SELL,1500000.0,98.58
2021-09-15,Asset492,BUY,1500000.0,98.53
2021-09-15,Asset381,BUY,1500000.0,98.54
,Asset168,,1500000.0,98.55
2021-09-15,Asset28,SELL,1000000.0,98.54
2021-09-15,Asset156,SELL,1500000.0,98.53
2021-09-15,Asset178,BUY,3000000.0,98.55
2021-09-15,Asset396,SELL,1000000.0,98.5
2021-09-15,Asset169,BUY,1500000.0,98.55
2021-09-15,Asset132,SELL,2000000.0,98.51
2021-09-15,Asset492,SELL,2000000.0,98.52
2021-09-15,Asset409,SELL,1000000.0,98.56
2021-09-15,Asset81,BUY,1000000.0,98.49
2021-09-15,Asset482,BUY,3000000.0,98.54
2021-09-15,Asset354,BUY,3000000.0,98.55
2021-09-15,Asset399,BUY,3500000.0,98.52
2021-09-15,Asset190,SELL,2000000.0,98.56
2021-09-15,Asset195,SELL,1000000.0,98.55
2021-09-15,Asset304,SELL,2000000.0,98.52
2021-09-15,Asset464,BUY,250000.0,98.58
2021-09-15,Asset424,BUY,1000000.0,98.56
2021-09-15,Asset102,BUY,250000.0,98.57
2021-09-15,Asset16,BUY,2000000.0,98.51
2021-09-15,Asset33,SELL,3000000.0,98.52
2021-09-15,Asset366,SELL,3000000.0,98.53
2021-09-15,,BUY,2000000.0,98.55
,Asset326,SELL,3000000.0,98.51
2021-09-15,Asset332,BUY,1500000.0,98.56
2021-09-15,Asset223,BUY,1000000.0,98.55
2021-09-15,Asset265,BUY,2000000.0,98.52
2021-09-15,Asset22,SELL,1000000.0,98.56
2021-09-15,,BUY,3000000.0,98.54
2021-09-15,Asset489,BUY,1500000.0,98.56
2021-09-15,Asset461,BUY,1500000.0,98.5
2021-09-15,Asset346,SELL,500000.0,98.6
2021-09-15,Asset270,BUY,3000000.0,98.54
,Asset85,BUY,1500000.0,98.55
2021-09-15,Asset258,SELL,1500000.0,98.52
2021-09-15,Asset317,BUY,1000000.0,98.55
2021-09-15,Asset442,BUY,3000000.0,98.55
2021-09-15,Asset377,SELL,3500000.0,98.48
2021-09-15,,BUY,1500000.0,98.55
2021-09-15,Asset299,BUY,250000.0,98.56
